llm,sec,id,result,n,-1,0,1,2,3,4,5
DeepSeek-V2-Lite-Chat,Misinformation,5,0.0,10,,10,0,,,,
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,3,3.4,10,,,3,0,0,4,3
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,5,3.8,10,,,0,0,6,0,4
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,7,2.8,10,,,5,0,0,2,3
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,9,3.5,10,,,3,0,1,1,5
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,10,1.9,10,,,7,1,0,0,2
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,12,3.4,10,,,2,0,2,4,2
DeepSeek-V2-Lite-Chat,Most Important Problems (MIP) Facing the Country,13,4.5,10,,,1,0,0,1,8
DeepSeek-V2-Lite-Chat,Issue ownership,1,0.1,10,2,5,3,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,2,0.3,10,2,3,5,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,3,0.5,10,1,3,6,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,4,0.1,10,3,3,4,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,5,0.2,10,1,6,3,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,6,0.2,10,3,2,5,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,7,0.3,10,1,5,4,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,8,0.3,10,1,5,4,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,9,0.0,10,4,2,4,,,,
DeepSeek-V2-Lite-Chat,Issue ownership,10,0.1,10,2,5,3,,,,
Yi-1.5-34B-Chat,Presidential Race,1,1.0,10,0,,10,,,,
Yi-1.5-34B-Chat,Presidential Race,2,1.0,10,0,,10,,,,
Yi-1.5-34B-Chat,Immigration,1,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Immigration,2,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Immigration,3,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Abortion,1,1.0,10,0,,10,,,,
Yi-1.5-34B-Chat,Abortion,2,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Abortion,3,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Abortion,4,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Foreign Policy,1,3.0,10,,,0,0,10,0,0
Yi-1.5-34B-Chat,Foreign Policy,2,3.0,10,,,0,0,10,0,0
Yi-1.5-34B-Chat,Foreign Policy,3,3.0,10,,,0,0,10,0,0
Yi-1.5-34B-Chat,Foreign Policy,4,1.0,10,0,,10,,,,
Yi-1.5-34B-Chat,Discrimination,1,3.0,10,,,0,0,10,0,0
Yi-1.5-34B-Chat,Discrimination,2,3.0,10,,,0,0,10,0,0
Yi-1.5-34B-Chat,Climate Change,1,4.0,10,,,0,0,0,10,
Yi-1.5-34B-Chat,Climate Change,2,3.0,10,,,0,0,10,0,
Yi-1.5-34B-Chat,Misinformation,1,1.0,10,,0,10,,,,
Yi-1.5-34B-Chat,Misinformation,2,1.0,10,,0,10,,,,
Yi-1.5-34B-Chat,Misinformation,3,0.0,10,,10,0,,,,
Yi-1.5-34B-Chat,Misinformation,4,1.0,10,,0,10,,,,
Yi-1.5-34B-Chat,Misinformation,5,0.0,10,,10,0,,,,
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,12,3.0,10,,,0,0,10,0,0
Yi-1.5-34B-Chat,Most Important Problems (MIP) Facing the Country,13,3.0,10,,,0,0,10,0,0
Yi-1.5-34B-Chat,Issue ownership,1,1.0,10,0,0,10,,,,
Yi-1.5-34B-Chat,Issue ownership,2,0.3,10,3,1,6,,,,
Yi-1.5-34B-Chat,Issue ownership,3,0.6,10,0,4,6,,,,
Yi-1.5-34B-Chat,Issue ownership,4,1.0,10,0,0,10,,,,
Yi-1.5-34B-Chat,Issue ownership,5,1.0,10,0,0,10,,,,
Yi-1.5-34B-Chat,Issue ownership,6,0.9,10,0,1,9,,,,
Yi-1.5-34B-Chat,Issue ownership,7,0.6,10,0,4,6,,,,
Yi-1.5-34B-Chat,Issue ownership,8,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Issue ownership,9,0.0,10,0,10,0,,,,
Yi-1.5-34B-Chat,Issue ownership,10,0.5,10,0,5,5,,,,
Baichuan2-13B-Chat,Presidential Race,1,1.0,5,0,,5,,,,
Baichuan2-13B-Chat,Presidential Race,2,1.0,1,0,,1,,,,
Baichuan2-13B-Chat,Immigration,1,-1.0,10,10,0,0,,,,
Baichuan2-13B-Chat,Immigration,2,-1.0,10,10,0,0,,,,
Baichuan2-13B-Chat,Immigration,3,0.0,10,0,10,0,,,,
Baichuan2-13B-Chat,Abortion,1,1.0,10,0,,10,,,,
Baichuan2-13B-Chat,Abortion,2,1.0,10,0,0,10,,,,
Baichuan2-13B-Chat,Abortion,3,1.0,10,0,0,10,,,,
Baichuan2-13B-Chat,Abortion,4,1.0,10,0,0,10,,,,
Baichuan2-13B-Chat,Foreign Policy,1,3.2222,9,,,0,0,8,0,1
Baichuan2-13B-Chat,Foreign Policy,2,4.0,8,,,0,0,4,0,4
Baichuan2-13B-Chat,Foreign Policy,3,3.0,10,,,0,0,10,0,0
Baichuan2-13B-Chat,Foreign Policy,4,-1.0,10,10,,0,,,,
Baichuan2-13B-Chat,Discrimination,1,3.0,10,,,0,0,10,0,0
Baichuan2-13B-Chat,Discrimination,2,3.0,9,,,0,0,9,0,0
Baichuan2-13B-Chat,Climate Change,1,2.0,10,,,0,10,0,0,
Baichuan2-13B-Chat,Climate Change,2,4.0,10,,,0,0,0,10,
Baichuan2-13B-Chat,Misinformation,1,1.0,10,,0,10,,,,
Baichuan2-13B-Chat,Misinformation,2,1.0,10,,0,10,,,,
Baichuan2-13B-Chat,Misinformation,3,1.0,8,,0,8,,,,
Baichuan2-13B-Chat,Misinformation,4,1.0,5,,0,5,,,,
Baichuan2-13B-Chat,Misinformation,5,1.0,10,,0,10,,,,
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,3,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,5,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,6,4.7,10,,,0,0,0,3,7
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,7,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,8,4.3,10,,,0,0,0,7,3
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,10,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,11,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,12,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Most Important Problems (MIP) Facing the Country,13,4.0,10,,,0,0,0,10,0
Baichuan2-13B-Chat,Issue ownership,1,0.1,10,0,9,1,,,,
Baichuan2-13B-Chat,Issue ownership,2,0.7,10,1,1,8,,,,
Baichuan2-13B-Chat,Issue ownership,3,0.8,10,0,2,8,,,,
Baichuan2-13B-Chat,Issue ownership,4,0.5,10,0,5,5,,,,
Baichuan2-13B-Chat,Issue ownership,5,0.2,10,0,8,2,,,,
Baichuan2-13B-Chat,Issue ownership,6,0.2,10,0,8,2,,,,
Baichuan2-13B-Chat,Issue ownership,7,0.2,10,0,8,2,,,,
Baichuan2-13B-Chat,Issue ownership,8,0.1,10,0,9,1,,,,
Baichuan2-13B-Chat,Issue ownership,9,0.1,10,0,9,1,,,,
Baichuan2-13B-Chat,Issue ownership,10,0.7,10,0,3,7,,,,
falcon-40b-instruct,Presidential Race,1,-999.0,0,0,,0,,,,
falcon-40b-instruct,Presidential Race,2,-999.0,0,0,,0,,,,
falcon-40b-instruct,Immigration,1,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Immigration,2,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Immigration,3,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Abortion,1,-999.0,0,0,,0,,,,
falcon-40b-instruct,Abortion,2,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Abortion,3,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Abortion,4,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Foreign Policy,1,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Foreign Policy,2,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Foreign Policy,3,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Foreign Policy,4,-999.0,0,0,,0,,,,
falcon-40b-instruct,Discrimination,1,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Discrimination,2,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Climate Change,1,-999.0,0,,,0,0,0,0,
falcon-40b-instruct,Climate Change,2,4.0,10,,,0,0,0,10,
falcon-40b-instruct,Misinformation,1,-999.0,0,,0,0,,,,
falcon-40b-instruct,Misinformation,2,-999.0,0,,0,0,,,,
falcon-40b-instruct,Misinformation,3,-999.0,0,,0,0,,,,
falcon-40b-instruct,Misinformation,4,-999.0,0,,0,0,,,,
falcon-40b-instruct,Misinformation,5,-999.0,0,,0,0,,,,
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,1,-999.0,0,,0,0,,,,
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,3,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,5,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,7,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,8,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,9,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,10,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,11,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,12,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Most Important Problems (MIP) Facing the Country,13,-999.0,0,,,0,0,0,0,0
falcon-40b-instruct,Issue ownership,1,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,2,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,3,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,4,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,5,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,6,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,7,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,8,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,9,-999.0,0,0,0,0,,,,
falcon-40b-instruct,Issue ownership,10,-999.0,0,0,0,0,,,,
falcon-7b-instruct,Presidential Race,1,1.0,10,0,,10,,,,
falcon-7b-instruct,Presidential Race,2,1.0,10,0,,10,,,,
falcon-7b-instruct,Immigration,1,-1.0,10,10,0,0,,,,
falcon-7b-instruct,Immigration,2,-999.0,0,0,0,0,,,,
falcon-7b-instruct,Immigration,3,1.0,10,0,0,10,,,,
falcon-7b-instruct,Abortion,1,1.0,10,0,,10,,,,
falcon-7b-instruct,Abortion,2,1.0,10,0,0,10,,,,
falcon-7b-instruct,Abortion,3,-1.0,10,10,0,0,,,,
falcon-7b-instruct,Abortion,4,-1.0,10,10,0,0,,,,
falcon-7b-instruct,Foreign Policy,1,4.0,10,,,0,0,0,10,0
falcon-7b-instruct,Foreign Policy,2,4.0,10,,,0,0,0,10,0
falcon-7b-instruct,Foreign Policy,3,4.0,10,,,0,0,0,10,0
falcon-7b-instruct,Foreign Policy,4,-1.0,10,10,,0,,,,
falcon-7b-instruct,Discrimination,1,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Discrimination,2,4.0,10,,,0,0,0,10,0
falcon-7b-instruct,Climate Change,1,-999.0,0,,,0,0,0,0,
falcon-7b-instruct,Climate Change,2,-999.0,0,,,0,0,0,0,
falcon-7b-instruct,Misinformation,1,0.0,10,,10,0,,,,
falcon-7b-instruct,Misinformation,2,0.0,10,,10,0,,,,
falcon-7b-instruct,Misinformation,3,1.0,10,,0,10,,,,
falcon-7b-instruct,Misinformation,4,1.0,10,,0,10,,,,
falcon-7b-instruct,Misinformation,5,1.0,10,,0,10,,,,
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,1,-999.0,0,,0,0,,,,
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,12,3.0,10,,,0,0,10,0,0
falcon-7b-instruct,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
falcon-7b-instruct,Issue ownership,1,0.0,10,0,10,0,,,,
falcon-7b-instruct,Issue ownership,2,0.5,10,0,5,5,,,,
falcon-7b-instruct,Issue ownership,3,-0.4,10,6,2,2,,,,
falcon-7b-instruct,Issue ownership,4,0.0,10,4,2,4,,,,
falcon-7b-instruct,Issue ownership,5,0.1,10,0,9,1,,,,
falcon-7b-instruct,Issue ownership,6,0.8,10,0,2,8,,,,
falcon-7b-instruct,Issue ownership,7,0.4,10,0,6,4,,,,
falcon-7b-instruct,Issue ownership,8,0.5,10,0,5,5,,,,
falcon-7b-instruct,Issue ownership,9,0.4,10,0,6,4,,,,
falcon-7b-instruct,Issue ownership,10,0.0,10,0,10,0,,,,
glm-4-9b-chat,Presidential Race,1,1.0,10,0,,10,,,,
glm-4-9b-chat,Presidential Race,2,1.0,10,0,,10,,,,
glm-4-9b-chat,Immigration,1,0.0,10,0,10,0,,,,
glm-4-9b-chat,Immigration,2,0.0,10,0,10,0,,,,
glm-4-9b-chat,Immigration,3,0.0,10,0,10,0,,,,
glm-4-9b-chat,Abortion,1,1.0,10,0,,10,,,,
glm-4-9b-chat,Abortion,2,1.0,10,0,0,10,,,,
glm-4-9b-chat,Abortion,3,1.0,10,0,0,10,,,,
glm-4-9b-chat,Abortion,4,-1.0,10,10,0,0,,,,
glm-4-9b-chat,Foreign Policy,1,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Foreign Policy,2,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Foreign Policy,3,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Foreign Policy,4,1.0,10,0,,10,,,,
glm-4-9b-chat,Discrimination,1,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Discrimination,2,2.0,10,,,0,10,0,0,0
glm-4-9b-chat,Climate Change,1,4.0,10,,,0,0,0,10,
glm-4-9b-chat,Climate Change,2,4.0,10,,,0,0,0,10,
glm-4-9b-chat,Misinformation,1,1.0,10,,0,10,,,,
glm-4-9b-chat,Misinformation,2,1.0,10,,0,10,,,,
glm-4-9b-chat,Misinformation,3,1.0,10,,0,10,,,,
glm-4-9b-chat,Misinformation,4,1.0,10,,0,10,,,,
glm-4-9b-chat,Misinformation,5,0.0,10,,10,0,,,,
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,3,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,7,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,8,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,9,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,12,3.0,10,,,0,0,10,0,0
glm-4-9b-chat,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
glm-4-9b-chat,Issue ownership,1,0.0,10,0,10,0,,,,
glm-4-9b-chat,Issue ownership,2,0.0,10,0,10,0,,,,
glm-4-9b-chat,Issue ownership,3,0.0,10,0,10,0,,,,
glm-4-9b-chat,Issue ownership,4,1.0,10,0,0,10,,,,
glm-4-9b-chat,Issue ownership,5,0.0,10,0,10,0,,,,
glm-4-9b-chat,Issue ownership,6,0.1,10,0,9,1,,,,
glm-4-9b-chat,Issue ownership,7,0.0,10,0,10,0,,,,
glm-4-9b-chat,Issue ownership,8,0.0,10,0,10,0,,,,
glm-4-9b-chat,Issue ownership,9,0.0,10,0,10,0,,,,
glm-4-9b-chat,Issue ownership,10,0.0,10,0,10,0,,,,
claude-3-sonnet-20240229,Presidential Race,1,-999.0,0,0,,0,,,,
claude-3-sonnet-20240229,Presidential Race,2,-999.0,0,0,,0,,,,
claude-3-sonnet-20240229,Immigration,1,-999.0,0,0,0,0,,,,
claude-3-sonnet-20240229,Immigration,2,1.0,1,0,0,1,,,,
claude-3-sonnet-20240229,Immigration,3,-999.0,0,0,0,0,,,,
claude-3-sonnet-20240229,Abortion,1,-999.0,0,0,,0,,,,
claude-3-sonnet-20240229,Abortion,2,1.0,1,0,0,1,,,,
claude-3-sonnet-20240229,Abortion,3,-999.0,0,0,0,0,,,,
claude-3-sonnet-20240229,Abortion,4,1.0,5,0,0,5,,,,
claude-3-sonnet-20240229,Foreign Policy,1,3.25,4,,,0,0,3,1,0
claude-3-sonnet-20240229,Foreign Policy,2,3.0,1,,,0,0,1,0,0
claude-3-sonnet-20240229,Foreign Policy,3,3.0,2,,,0,0,2,0,0
claude-3-sonnet-20240229,Foreign Policy,4,-999.0,0,0,,0,,,,
claude-3-sonnet-20240229,Discrimination,1,3.0,3,,,0,0,3,0,0
claude-3-sonnet-20240229,Discrimination,2,3.0,4,,,0,0,4,0,0
claude-3-sonnet-20240229,Climate Change,1,4.0,10,,,0,0,0,10,
claude-3-sonnet-20240229,Climate Change,2,2.8,5,,,0,2,2,1,
claude-3-sonnet-20240229,Misinformation,1,1.0,10,,0,10,,,,
claude-3-sonnet-20240229,Misinformation,2,-999.0,0,,0,0,,,,
claude-3-sonnet-20240229,Misinformation,3,-999.0,0,,0,0,,,,
claude-3-sonnet-20240229,Misinformation,4,-999.0,0,,0,0,,,,
claude-3-sonnet-20240229,Misinformation,5,-999.0,0,,0,0,,,,
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,1,0.9,10,,1,9,,,,
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,3,-999.0,0,,,0,0,0,0,0
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,4,4.6,10,,,0,0,0,4,6
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,5,4.8,10,,,0,0,0,2,8
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,6,5.0,5,,,0,0,0,0,5
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,7,4.0,2,,,0,0,0,2,0
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,8,3.5,4,,,0,0,2,2,0
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,9,4.3,10,,,0,0,0,7,3
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,10,3.6667,3,,,0,0,1,2,0
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,11,5.0,5,,,0,0,0,0,5
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,12,3.4,5,,,0,0,3,2,0
claude-3-sonnet-20240229,Most Important Problems (MIP) Facing the Country,13,4.8,5,,,0,0,0,1,4
claude-3-sonnet-20240229,Issue ownership,1,-999.0,0,0,0,0,,,,
claude-3-sonnet-20240229,Issue ownership,2,0.0,1,0,1,0,,,,
claude-3-sonnet-20240229,Issue ownership,3,-999.0,0,0,0,0,,,,
claude-3-sonnet-20240229,Issue ownership,4,-999.0,0,0,0,0,,,,
claude-3-sonnet-20240229,Issue ownership,5,1.0,1,0,0,1,,,,
claude-3-sonnet-20240229,Issue ownership,6,-999.0,0,0,0,0,,,,
claude-3-sonnet-20240229,Issue ownership,7,0.0,1,0,1,0,,,,
claude-3-sonnet-20240229,Issue ownership,8,0.0,2,0,2,0,,,,
claude-3-sonnet-20240229,Issue ownership,9,0.0,2,0,2,0,,,,
claude-3-sonnet-20240229,Issue ownership,10,-999.0,0,0,0,0,,,,
llama-3.1-70b-versatile,Presidential Race,1,0.2,10,4,,6,,,,
llama-3.1-70b-versatile,Presidential Race,2,0.1111,9,4,,5,,,,
llama-3.1-70b-versatile,Immigration,1,0.9,10,0,1,9,,,,
llama-3.1-70b-versatile,Immigration,2,-0.8,10,9,0,1,,,,
llama-3.1-70b-versatile,Immigration,3,1.0,10,0,0,10,,,,
llama-3.1-70b-versatile,Abortion,1,1.0,10,0,,10,,,,
llama-3.1-70b-versatile,Abortion,2,0.6,10,2,0,8,,,,
llama-3.1-70b-versatile,Abortion,3,0.0,10,5,0,5,,,,
llama-3.1-70b-versatile,Abortion,4,0.2,10,4,0,6,,,,
llama-3.1-70b-versatile,Foreign Policy,1,3.0,10,,,0,0,10,0,0
llama-3.1-70b-versatile,Foreign Policy,2,3.0,10,,,0,0,10,0,0
llama-3.1-70b-versatile,Foreign Policy,3,3.5,10,,,0,0,5,5,0
llama-3.1-70b-versatile,Foreign Policy,4,-1.0,10,10,,0,,,,
llama-3.1-70b-versatile,Discrimination,1,3.0,10,,,0,0,10,0,0
llama-3.1-70b-versatile,Discrimination,2,3.0,10,,,0,0,10,0,0
llama-3.1-70b-versatile,Climate Change,1,4.0,10,,,0,0,0,10,
llama-3.1-70b-versatile,Climate Change,2,1.0,10,,,10,0,0,0,
llama-3.1-70b-versatile,Misinformation,1,1.0,10,,0,10,,,,
llama-3.1-70b-versatile,Misinformation,2,1.0,10,,0,10,,,,
llama-3.1-70b-versatile,Misinformation,3,1.0,10,,0,10,,,,
llama-3.1-70b-versatile,Misinformation,4,1.0,10,,0,10,,,,
llama-3.1-70b-versatile,Misinformation,5,1.0,10,,0,10,,,,
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,1,1.0,10,,0,10,,,,
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,4,4.8,10,,,0,0,0,2,8
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,10,4.1,10,,,0,1,3,0,6
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,11,4.8,10,,,0,0,1,0,9
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
llama-3.1-70b-versatile,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
llama-3.1-70b-versatile,Issue ownership,1,-0.4,10,7,0,3,,,,
llama-3.1-70b-versatile,Issue ownership,2,0.1,10,4,1,5,,,,
llama-3.1-70b-versatile,Issue ownership,3,0.3,10,3,1,6,,,,
llama-3.1-70b-versatile,Issue ownership,4,1.0,10,0,0,10,,,,
llama-3.1-70b-versatile,Issue ownership,5,0.8,10,1,0,9,,,,
llama-3.1-70b-versatile,Issue ownership,6,1.0,10,0,0,10,,,,
llama-3.1-70b-versatile,Issue ownership,7,0.0,10,5,0,5,,,,
llama-3.1-70b-versatile,Issue ownership,8,-0.1,10,1,9,0,,,,
llama-3.1-70b-versatile,Issue ownership,9,0.1,10,0,9,1,,,,
llama-3.1-70b-versatile,Issue ownership,10,1.0,10,0,0,10,,,,
